"","x"
"1128.75482_36",590
"1129.56485_374.6",502
"1129.737_34.3",401
"1129.7657_34.6",687
"1130.06708_515.9",2305
"1130.10296_459.6",2154
"1130.56964_507.3",1044
"1130.61273_42.4",204
"1130.77076_36",830
"1131.06535_514.4",974
"1131.57577_498.8",686
"1131.734_37.2",285
"1131.76997_551.9",4083
"1132.23768_37.5",496
"1132.25927_512.4",1755
"1132.48244_33.6",615
"1132.56165_525.1",1508
"1132.61205_37.3",367
"1132.69847_36.5",571
"1133.59207_411.8",436
"1133.70745_34.3",483
"1134.06091_495.7",1556
"1134.28461_34.9",1378
"1134.47951_37.3",1814
"1134.60224_416",229
"1134.66001_430.3",2842
"1134.74666_39.1",313
"1135.06448_496.3",1226
"1135.25235_37.5",389
"1135.5993_421.1",193
"1135.6716_365.7",391
"1135.75114_36.3",288
"1136.1128_577.6",886
"1136.24303_35.3",367
"1136.56872_502.1",2366
"1136.67008_365.7",421
"1136.71352_37.2",1024
"1137.1191_574.2",802
"1137.56838_491.1",2261
"1137.67712_364.9",168
"1137.71337_36.8",1484
"1138.09046_570.5",5571
"1138.56935_502.5",415
"1138.75809_37.7",441
"1139.09212_574.6",857
"1139.2592_35.7",1276
"1139.57165_503.1",1701
"1139.72429_40.3",723
"1140.22603_38.1",721
"1140.42974_37.6",450
"1140.57527_573.2",1648
"1140.64077_39.8",634
"1140.72083_34.8",948
"1140.81546_582.2",949
"1141.39078_37.8",1312
"1141.52921_501.9",2554
"1141.55836_506.2",2236
"1141.55836_30.9",1067
"1141.77699_36.9",485
"1142.0759_567",885
"1142.2728_36.3",497
"1142.52812_501.4",2370
"1142.63027_485.2",2269
"1142.73244_37.5",349
"1143.13394_491.4",2043
"1143.23618_36.6",727
"1143.55757_503.6",2929
"1143.63063_492.6",1687
"1143.73293_38.8",192
"1144.13496_490.6",1456
"1144.51525_36.3",526
"1144.59572_35.1",1452
"1144.74206_37.3",203
"1144.76401_476.7",0
"1145.10801_480.6",710
"1145.27641_36.6",1535
"1145.56204_528.9",1686
"1145.61332_474",2085
"1145.73786_37",2144
"1145.78915_526.1",0
"1146.11163_488.2",649
"1146.59559_37.6",317
"1146.74964_41.3",730
"1147.0872_570.3",989
"1147.24869_36.2",286
"1147.58647_498.8",2547
"1147.61585_433.8",1391
"1147.74807_36",1389
"1148.08607_497.5",989
"1148.32864_273.6",418
"1148.46098_33.8",551
"1148.59335_34.8",473
"1148.6816_36.1",875
"1149.0936_491",1939
"1149.2408_404.6",5089
"1149.55737_569.9",1525
"1149.67519_33.3",948
"1149.74148_396.4",346
"1150.13931_405.5",790
"1150.24985_397.7",401
"1150.45625_39.2",1092
"1150.61845_581.7",709
"1150.74382_400.4",282
"1151.05363_296.5",1215
"1151.12003_300.3",2727
"1151.25286_401.7",432
"1151.62194_581.7",1487
"1151.74746_397.6",1661
"1151.96904_39.5",378
"1152.07246_520.4",3349
"1152.22023_37.5",2173
"1152.54542_40.2",578
"1152.61934_581.9",2393
"1152.68588_36.9",534
"1152.75982_37.4",186
"1153.10004_486",439
"1153.2702_35.9",943
"1153.62545_581.1",3150
"1153.69207_255.6",2947
"1153.76611_37.3",553
"1154.09937_483.2",462
"1154.53652_31.7",661
"1154.61805_36",307
"1154.73665_37.1",581
"1154.81079_32.7",917
"1155.24093_35.5",573
"1155.57482_581.8",1121
"1155.73068_34.4",732
"1156.07964_497.6",2936
"1156.57737_581.4",1751
"1156.62195_37.8",339
"1156.7706_34.9",316
"1157.07541_495.4",1215
"1157.2762_495.4",1328
"1157.49937_502.7",2370
"1157.58122_571.1",2012
"1157.62586_574.5",977
"1157.74493_42.3",224
"1158.13203_573.9",1817
"1158.24373_38.7",575
"1158.40014_36.6",851
"1158.48208_35",945
"1158.49698_501.9",2054
"1158.62363_571",1255
"1158.71304_40.3",302
"1159.13045_572.1",1287
"1159.39145_297.1",1035
"1159.45857_295.1",1668
"1159.49587_501",2598
"1159.52571_298",925
"1159.59285_572.2",1265
"1159.63015_573.3",2812
"1159.71222_39.6",424
"1159.86146_292.2",919
"1160.10777_570.6",2904
"1160.48859_35.2",620
"1160.50353_506.7",789
"1160.57075_493.9",753
"1160.57075_38.2",1015
"1160.6081_571.2",1181
"1160.7351_441.2",3404
"1160.75004_38.2",477
"1160.8397_495.6",2327
"1161.10875_572.2",1751
"1161.25078_36.6",400
"1161.60598_564.1",1395
"1161.74437_397.3",527
"1162.24575_395.5",253
"1162.58269_567.7",1167
"1162.74747_401.8",292
"1163.08462_571.1",763
"1163.257_411.1",234
"1163.58687_543.6",318
"1163.75936_402.9",204
"1163.82687_489.5",1643
"1164.08945_567.9",1277
"1164.26205_403.6",229
"1164.4347_32.9",820
"1164.56233_33.9",385
"1164.59236_548.5",1796
"1164.65243_495.9",2203
"1164.76507_408.1",320
"1164.76507_36.3",246
"1165.14818_488.8",2030
"1165.26842_35.5",764
"1165.65178_495.1",2024
"1165.73449_37.5",366
"1166.14817_488.6",2308
"1166.23093_38.5",429
"1166.29113_459.1",867
"1166.42659_31.1",901
"1166.61477_410.3",1668
"1166.65241_38.5",281
"1166.65241_490.3",1452
"1166.73523_39.1",1123
"1166.84064_502.3",1385
"1167.11931_480.5",969
"1167.3604_466.8",1307
"1167.39055_36.3",1184
"1167.62418_482.9",1280
"1167.7448_33",2551
"1168.1143_483.8",1465
"1168.51416_40",804
"1168.61981_462.9",784
"1168.74813_38.6",301
"1169.23895_37.8",647
"1169.6016_32.9",268
"1169.60916_495.7",614
"1169.7452_39.6",330
"1170.10052_493.3",568
"1170.24421_33.6",746
"1170.50897_32.8",1016
"1170.60733_494.5",2143
"1170.75111_32.2",427
"1170.85707_286.2",1515
"1171.54617_582.1",920
"1171.57647_569.7",288
"1171.61435_489.4",878
"1171.71285_38.3",925
"1172.59233_35.7",827
"1172.75165_36.8",372
"1173.25259_35.2",1374
"1173.29815_422",589
"1173.59432_491.6",2474
"1173.75385_38.2",377
"1174.24783_402.9",1004
"1174.5976_32",933
"1174.68126_38.2",411
"1174.74972_395.3",192
"1175.09211_505.4",3618
"1175.25194_395.5",1075
"1175.59455_497.6",530
"1175.68593_40",773
"1175.7621_406.6",308
"1175.7621_37.9",512
"1176.26497_410.7",407
"1176.26497_34.9",219
"1176.46315_32.3",1078
"1176.60802_481.8",894
"1176.68427_37.3",1530
"1176.73003_39.1",468
"1176.76053_407",380
"1177.26404_409.7",1077
"1177.59226_499",2012
"1177.72969_38.4",784
"1177.76023_413",990
"1177.82133_473.2",2815
"1178.08866_489.8",763
"1178.5548_34.4",340
"1178.63124_430.8",801
"1178.6924_428.3",779
"1178.76886_37",924
"1179.09006_482.3",846
"1179.58741_499.4",1169
"1179.64099_568.7",1298
"1179.77112_38.1",569
"1180.14634_570.4",1808
"1180.59838_501",2356
"1180.62903_37.3",956
"1180.74401_37",802
"1180.77467_37.9",506
"1181.1427_568.4",1681
"1181.2424_34.1",1223
"1181.59531_498.8",2376
"1181.74112_35.5",774
"1182.11728_562.9",1003
"1182.59349_500.1",743
"1182.71644_35.5",800
"1183.12382_567.8",1344
"1183.60064_500.2",856
"1183.75452_35.7",367
"1184.25482_35.7",440
"1184.49354_34.1",1656
"1184.59367_540.9",3936
"1184.70922_39.7",450
"1185.10221_567.2",743
"1185.21784_34.8",1350
"1185.59566_562.7",809
"1185.71907_38.4",438
"1185.74221_372.2",3168
"1186.09713_566.5",644
"1186.24378_376.9",469
"1186.58348_497.4",1902
"1186.58348_34",1086
"1186.62209_441.1",2608
"1186.74566_377.2",507
"1186.75339_36.8",239
"1187.16286_488.4",1919
"1187.2556_35.3",483
"1187.55707_499.9",2913
"1187.58027_504.2",912
"1187.65759_484",901
"1187.75812_37",273
"1188.16037_479.3",621
"1188.26097_413",197
"1188.57831_36.4",983
"1188.60154_485",1373
"1188.62476_462.5",4622
"1188.76413_410.3",345
"1189.13591_474.6",612
"1189.26762_410.4",379
"1189.61249_487.1",2119
"1189.63187_476.9",1097
"1189.73266_36.8",478
"1189.77142_410.4",292
"1190.27554_413.4",328
"1190.58594_520.9",590
"1190.60922_565",1653
"1190.65579_36",292
"1190.77999_415.2",646
"1191.27699_416.8",656
"1191.61885_483.8",954
"1191.74321_34.6",325
"1192.11638_488.4",689
"1192.24081_34",571
"1192.44305_39.6",1402
"1192.59087_534.6",854
"1192.61421_485.9",472
"1192.6609_38.3",543
"1192.73872_37",398
"1193.089_554",1371
"1193.11236_472.8",4972
"1193.58745_552.6",1064
"1193.70431_34.1",358
"1194.52287_37.2",771
"1194.64768_579.1",2160
"1194.7725_383.3",529
"1194.94417_453.6",1006
"1195.24077_33.8",816
"1195.64683_579.5",1377
"1195.75619_35.9",748
"1196.24849_36.1",1182
"1196.60814_38.2",1994
"1196.64724_579.2",2336
"1196.7411_33.3",359
"1196.88972_402.8",172
"1197.60193_502.7",1981
"1197.74288_373",1145
"1197.74288_31.4",1395
"1197.89952_277.2",680
"1198.60479_33.9",295
"1198.63615_440.4",1373
"1198.74592_378.9",389
"1198.75376_38.1",287
"1198.90276_401.5",196
"1199.60107_579.2",1924
"1199.63247_450.9",2796
"1199.72667_36.6",578
"1199.75023_398.6",1920
"1199.90726_398.6",229
"1200.19001_280.3",947
"1200.26071_410.8",523
"1200.33142_278.8",1174
"1200.47285_278.1",1486
"1200.60645_558.4",492
"1200.68505_35.3",459
"1200.77151_414.2",437
"1200.8973_272.6",818
"1201.26691_414.4",319
"1201.52653_500.3",2088
"1201.60522_571.8",1225
"1201.65244_567.9",676
"1201.69179_38.5",407
"1201.77836_421.9",502
"1202.15626_566.7",1915
"1202.27439_414.2",292
"1202.52645_499.7",530
"1202.6604_567.7",2010
"1202.73132_37.5",2718
"1202.77072_38.6",922
"1202.7786_418.8",694
"1203.15697_565.9",785
"1203.23582_35.8",1558
"1203.27524_414.3",445
"1203.46452_279",2142
"1203.52762_501.6",866
"1203.6144_484",1904
"1203.65385_567.1",1842
"1203.73274_36.2",677
"1203.78403_416.9",470
"1204.13524_566",1432
"1204.23787_35",961
"1204.55374_35.8",1194
"1204.63273_563.2",642
"1204.70382_37.7",416
"1205.60489_509.2",871
"1205.70771_38.4",688
"1206.63367_36.8",677
"1206.74454_33.3",259
"1207.10893_561.9",1907
"1207.51313_241.2",3721
"1207.61619_555.3",1254
"1207.71133_35.4",450
"1208.11583_563.8",1699
"1208.21104_34.4",4511
"1208.41735_37.5",1105
"1208.63166_38",700
"1208.67929_493.8",1992
"1209.17165_484.7",2835
"1209.68021_483.2",1694
"1209.75175_35.2",804
"1210.17318_481.3",2519
"1210.26068_37.3",652
"1210.63462_460.9",1068
"1210.71421_36.6",1144
"1211.22374_37.1",2424
"1211.44676_280.1",1470
"1211.51049_246.3",1244
"1211.59016_580.9",1872
"1211.63_480",609
"1211.72562_38",594
"1211.85313_382.3",1976
"1212.22782_32.7",1942
"1212.58672_572.6",542
"1212.72235_38",935
"1212.85002_382",1078
"1213.27307_36.4",921
"1213.63243_493.4",1667
"1213.76824_413.1",784
"1214.12782_478.8",1877
"1214.2717_426.2",381
"1214.63951_495.2",2132
"1214.73549_36.2",944
"1214.77548_421.2",1286
"1214.95148_270.3",801
"1215.0955_564",1152
"1215.27958_427.7",643
"1215.3276_483.5",2371
"1215.57578_579.1",749
"1215.73593_33.1",1989
"1215.78398_421.4",1583
"1216.44098_32.8",920
"1216.57726_579.2",757
"1216.63338_466.4",2605
"1216.66545_37.5",424
"1217.57999_559.9",2051
"1217.74073_38",693
"1218.24667_37.5",490
"1218.61629_500.1",2172
"1218.6404_471.7",1089
"1218.66451_38.5",674
"1218.74489_37.8",371
"1219.12278_491",1299
"1219.21124_33.4",1156
"1219.34798_282.7",1573
"1219.48474_278.1",1271
"1219.62958_282.3",1084
"1219.71005_36.5",720
"1219.75029_35.8",851
"1220.52328_30.9",1032
"1220.63607_476.1",2296
"1220.67636_36.3",1426
"1220.75694_38.4",526
"1221.04708_273.7",749
"1221.25669_36.5",635
"1221.34539_529.6",1498
"1221.61961_490.8",368
"1221.75676_36.1",618
"1222.05533_277.2",965
"1222.1199_484.9",848
"1222.34594_518.5",1297
"1222.52358_35.2",588
"1222.61242_36.1",368
"1222.61646_494",1347
"1222.7255_40.4",430
"1223.62261_486.3",2273
"1223.67113_565.6",1448
"1223.76818_283.8",1449
"1223.84907_285.4",1021
"1224.0594_290.5",1603
"1224.17268_563.5",1356
"1224.33454_279.6",1199
"1224.47214_31.8",2309
"1224.62596_499.7",2396
"1224.77171_35.5",446
"1224.91748_412.5",190
"1225.1686_563.3",2097
"1225.53327_240.8",594
"1225.62243_497.2",364
"1225.73593_34.8",419
"1225.86566_340",1324
"1225.92242_417.1",278
"1226.23875_36.5",288
"1226.47405_278.8",1059
"1226.62013_497.3",801
"1226.69318_39.8",306
"1226.76623_282.7",1482
"1226.87177_335.7",3953
"1227.14785_563.9",1529
"1227.19658_284.3",1393
"1227.47278_277",510
"1227.62716_495.6",1225
"1227.7003_36.6",180
"1228.6273_550",1604
"1228.70867_33.9",396
"1228.74122_37.2",533
"1229.12376_560.2",622
"1229.24589_32.7",729
"1229.62052_560.3",709
"1229.73457_34.5",900
"1230.12573_559.5",1529
"1230.23986_35",1477
"1230.55786_35.9",1444
"1230.58232_497.4",1108
"1230.71282_35.6",1145
"1231.18606_479.6",2123
"1231.21054_275.9",675
"1231.30033_497",3921
"1231.63507_478.7",2651
"1231.68407_478.1",1061
"1231.70857_31.8",1847
"1231.83108_286.3",513
"1231.98629_278.1",1192
"1232.1497_277.6",878
"1232.19055_485",840
"1232.44391_280",1195
"1232.60741_515",2840
"1232.64012_38.6",814
"1232.75459_32.3",597
"1232.91815_293.8",863
"1232.98358_289.6",1208
"1233.0572_292.5",1260
"1233.13083_297",1201
"1233.35174_290.8",1215
"1233.63002_470.6",1174
"1233.71188_39.8",1055
"1234.08037_283.8",318
"1234.21962_36.2",889
"1234.32612_272.6",1078
"1234.4736_285.4",1423
"1234.63751_31.9",544
"1234.72767_37.1",604
"1235.20322_274.6",2359
"1235.33446_276.7",627
"1235.48212_32.4",3587
"1235.62982_31.6",1747
"1235.72829_36.9",427
"1235.85141_364",357
"1236.06484_275.5",1917
"1236.19621_30.1",1327
"1236.49188_276.9",1049
"1236.61511_539.5",2009
"1236.63565_485",1298
"1236.72192_37.1",715
"1236.8534_362.8",504
"1237.11642_563.1",2166
"1237.23151_32.4",4304
"1237.34663_279.7",2300
"1237.72497_35.4",327
"1237.86484_390.3",2745
"1237.90598_425.8",321
"1238.11172_558.4",2812
"1238.20226_279.3",2650
"1238.23519_30.8",1146
"1238.35044_276.7",2053
"1238.49041_30.7",707
"1238.67159_576.9",1807
"1238.72924_33.8",1154
"1238.90223_420.9",688
"1239.06702_287.4",626
"1239.33899_394.7",730
"1239.67701_576.9",1800
"1239.8337_393.5",857
"1239.88319_443",662
"1239.91619_430",1193
"1240.33697_393.7",1570
"1240.47728_273.2",711
"1240.60936_274.8",648
"1240.6754_577.1",566
"1240.74146_38.2",517
"1240.76623_275.6",2198
"1240.83229_396",370
"1240.89009_450.5",341
"1241.06354_282.9",695
"1241.19984_287",1426
"1241.33616_270.5",236
"1241.48491_278.4",577
"1241.62541_274.7",1887
"1241.7494_34.7",498
"1241.88995_449.2",1332
"1242.06361_34.3",1553
"1242.19594_290.9",2477
"1242.27865_297.5",3361
"1242.34483_290.8",1263
"1242.41929_297.6",2208
"1242.49376_287.4",376
"1242.56823_293.9",701
"1242.67581_35.8",571
"1242.78341_285.4",890
"1242.8993_450.7",1621
"1243.0566_282.9",1241
"1243.19737_277.2",717
"1243.33817_35.8",3700
"1243.47899_275.8",1393
"1243.62812_576.4",913
"1243.75241_36.3",1315
"1244.63129_576.6",2300
"1244.67277_38.1",1013
"1244.70595_37.6",470
"1245.21219_36.3",2486
"1245.55262_498.1",1715
"1245.62737_567.6",738
"1245.6772_563.8",615
"1245.71043_36.2",360
"1246.05937_30.7",2609
"1246.18403_562.3",2299
"1246.32534_283.4",1004
"1246.53318_35.4",652
"1246.55812_504.3",711
"1246.68286_562.6",2309
"1246.7577_36.7",477
"1247.05717_275.9",965
"1247.1903_557.8",1086
"1247.62312_271.8",1602
"1247.76467_37.5",203
"1248.39776_32.4",2428
"1248.62279_32.2",701
"1248.73116_34.3",1347
"1248.76451_33.5",273
"1248.91459_275.1",717
"1249.05636_280",728
"1249.34831_276.9",2986
"1250.20807_275.7",1058
"1250.325_401.2",588
"1250.6341_558.1",3023
"1250.70095_37.4",829
"1250.82631_394.2",282
"1250.83467_37.5",395
"1251.1356_559",1487
"1251.20249_281.8",1391
"1251.32792_398.9",340
"1251.6374_559.2",674
"1251.7378_35.8",278
"1251.88005_359.4",964
"1252.1395_558.3",1851
"1252.23996_35.5",883
"1252.48278_31",2915
"1252.6419_554.8",544
"1252.70054_38.7",204
"1252.88484_360.9",432
"1253.06919_38.7",1669
"1253.20328_33.1",559
"1253.34578_277.5",2499
"1253.4883_278.7",826
"1253.70632_476.6",526
"1253.89924_392.7",419
"1254.61256_574.6",4726
"1254.70492_35.9",1682
"1254.73851_35.6",747
"1254.89807_405.7",412
"1255.25088_33.5",799
"1255.62065_567",959
"1255.9065_408.6",449
"1256.32704_283",1008
"1256.56263_35.8",803
"1256.61312_536.4",952
"1256.72254_39.2",309
"1256.90773_395",452
"1257.05928_279.6",840
"1257.66576_482.2",622
"1257.71631_37.3",394
"1257.84273_300.4",1769
"1257.91858_405.5",193
"1258.3064_399.5",1158
"1258.65222_33.8",383
"1258.80408_394.2",361
"1258.91378_550.1",654
"1259.05725_274.7",973
"1259.12478_559",454
"1259.20075_269.3",1298
"1259.3105_394.3",416
"1259.35272_277.9",1153
"1259.48782_278.6",754
"1259.63139_564.8",1242
"1259.80878_393.9",465
"1259.85102_360.9",438
"1259.92706_278.2",1920
"1260.07071_281.5",311
"1260.12986_556.5",947
"1260.21438_280.4",970
"1260.35807_282",1604
"1260.50179_277.3",1991
"1260.64554_36.8",1226
"1260.68782_35.4",992
"1260.84851_32",516
"1260.85697_363.3",356
"1261.18692_31.7",1426
"1261.32231_403.1",1207
"1261.48313_275.2",2705
"1261.82179_396.3",335
"1261.86413_418.6",1431
"1261.90647_430.3",1918
"1262.0674_272.9",1352
"1262.31308_404.1",436
"1262.42324_280.3",1513
"1262.50799_277.5",803
"1262.63512_278.9",1230
"1262.72837_36.6",452
"1262.87249_455.5",3217
"1262.90641_426.4",813
"1263.22868_34.8",1942
"1263.34744_280.7",1030
"1263.64441_476.7",2935
"1263.73777_38.4",449
"1263.91602_428.9",1191
"1264.06035_275.4",780
"1264.50198_279.2",642
"1264.59543_34.1",1501
"1264.73988_35.4",455
"1264.90135_461",1727
"1265.20737_272.5",1160
"1265.2924_398.8",321
"1265.63259_279.6",1422
"1265.70065_34",354
"1265.79423_397.1",960
"1265.93037_445.7",449
"1266.29636_393.8",285
"1266.654_482.3",6324
"1266.79879_393.9",309
"1266.90102_451",365
"1266.9351_457.6",1723
"1267.293_393.3",278
"1267.48906_281.3",1183
"1267.69369_557.9",2083
"1267.79602_393.6",259
"1267.91543_441.8",434
"1268.06897_276.3",889
"1268.15429_31.5",570
"1268.19695_559.4",2600
"1268.29935_394.1",319
"1268.49564_281.6",1762
"1268.6749_36.4",441
"1268.79443_393.5",384
"1268.91398_436",363
"1269.19583_559.8",1675
"1269.2898_404.8",483
"1269.46069_283.9",427
"1269.64871_503.1",2559
"1269.79402_275.1",523
"1269.92225_438.7",416
"1270.49529_276.6",1296
"1270.67497_32.6",1125
"1270.71776_37.1",520
"1270.92317_441.7",2826
"1271.22283_33.5",194
"1271.64251_502.2",2450
"1271.72819_32.7",489
"1272.64547_532.6",1028
"1272.68836_38.8",514
"1272.79987_276",951
"1273.15168_556.4",1404
"1273.64961_553.6",955
"1273.69255_34.2",406
"1273.87291_291.2",1308
"1273.90728_275.1",598
"1274.06191_272.2",703
"1274.15642_557.8",1803
"1274.20798_264.1",1262
"1274.33689_267.1",1609
"1274.62915_562.3",1457
"1274.73232_38.3",3172
"1274.77532_267",697
"1274.91291_264.5",1412
"1275.05913_267.9",779
"1275.23118_280.5",1176
"1275.62703_558.2",701
"1275.6959_36.4",679
"1275.87669_33.3",640
"1275.88099_399.3",1749
"1276.19532_30.3",2200
"1276.28145_30.8",2663
"1276.48822_277.9",896
"1276.62609_36.8",1199
"1276.88466_404.9",2527
"1277.34165_283.7",704
"1277.3934_288",871
"1277.74712_36.9",963
"1277.89382_401.3",566
"1278.22184_31",925
"1278.24774_41.9",1582
"1278.48953_282.3",691
"1278.70547_39.4",269
"1278.8005_401.1",1854
"1278.8005_32.2",1332
"1278.89554_391.2",728
"1279.20666_34.9",946
"1279.30175_399.7",313
"1279.70814_37.3",685
"1279.80329_399.2",610
"1279.91574_406.4",818
"1280.20127_31.9",1609
"1280.30512_399.4",543
"1280.64273_557.8",825
"1280.66871_474.4",517
"1280.70334_35.9",1196
"1280.79859_398.5",566
"1280.79859_32.7",424
"1280.91118_407.3",816
"1281.1364_556.1",2467
"1281.63902_542.6",1363
"1281.93379_401.2",498
"1282.14193_554.2",639
"1282.56704_38.1",1249
"1282.65382_280.5",502
"1282.69722_572.3",2403
"1282.92291_402.3",436
"1283.0705_277.3",1305
"1283.22681_39.5",786
"1283.70459_574.5",535
"1283.85233_360.4",577
"1283.8784_360.2",1416
"1283.93924_399.1",537
"1284.18264_284.3",1243
"1284.65226_34.6",356
"1284.85236_360.2",602
"1284.93938_554.8",1563
"1285.65323_496",2245
"1285.73162_37.1",417
"1285.87099_368.7",697
"1286.23694_33.3",618
"1286.35896_281.5",1184
"1286.50716_275",1101
"1286.64665_31.5",350
"1286.73385_36.3",694
"1287.19614_35.6",949
"1287.64995_572.3",1905
"1287.6936_36.4",1303
"1287.88568_454.5",491
"1287.91188_447.9",847
"1288.65443_571.4",939
"1288.74183_35.8",428
"1288.88169_447.4",1867
"1289.24019_35.6",1138
"1289.65133_564.1",566
"1289.73884_36.3",1214
"1289.89636_432.9",1350
"1290.20275_557.9",2541
"1290.34285_281.5",951
"1290.71071_557.1",1044
"1290.71071_35.8",1995
"1290.90347_439.2",1283
"1290.92976_443.6",1044
"1291.21022_30.8",905
"1291.29788_390.9",391
"1291.70123_31.3",1387
"1291.79772_390.5",404
"1291.91176_443.6",763
"1292.06968_280.9",419
"1292.17498_34.2",1865
"1292.30662_396.5",238
"1292.59631_30.8",749
"1292.75436_38.9",879
"1292.80705_398.3",713
"1292.91244_449.2",608
"1293.07934_278.4",2813
"1293.30777_405.6",557
"1293.72086_35.7",663
"1293.80878_279.4",1928
"1293.93188_440.7",448
"1294.08138_278.3",1887
"1294.22211_35.5",800
"1294.37166_282.6",269
"1294.67964_37.2",351
"1294.93491_444",404
"1295.03176_32",445
"1295.16384_555.3",1040
"1295.66592_553.1",709
"1295.94792_441.9",328
"1296.1683_557",1358
"1296.68862_35.5",988
"1296.72391_33.3",452
"1296.73273_420",516
"1296.94448_439.3",2317
"1297.2269_33.3",509
"1297.72135_30.5",800
"1298.70227_32.6",892
"1298.82607_276.1",1034
"1298.94989_275.1",298
"1299.33029_369.4",683
"1299.49843_274.6",618
"1299.70201_34.9",749
"1299.8348_369.9",847
"1299.88793_354",1666
"1300.33961_372.3",905
"1300.62314_35.3",1432
"1300.84471_390.1",451
"1300.88903_350.6",1969
"1301.11067_276.8",1476
"1301.22594_277.8",557
"1301.37671_275.2",992
"1301.70494_34.6",627
"1301.89129_394.4",1178
"1302.21084_33.5",662
"1302.65485_531.1",703
"1302.70815_36.9",650
"1302.77033_280",510
"1302.9036_396.3",1266
"1303.15241_555.6",679
"1303.4013_278.2",1554
"1303.65026_557.5",928
"1303.91708_394",1136
"1304.15729_559.6",799
"1304.37087_417.1",1641
"1304.70913_36.7",443
"1304.92285_398.2",797
"1305.21678_32.9",1080
"1305.31478_407.7",313
"1305.37715_279.2",1956
"1305.7069_34.6",639
"1305.82279_410.6",409
"1305.92977_394.7",288
"1306.20621_273.3",781
"1306.31325_411.4",1535
